
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-20 14:46:57 /api/plots/1 ....................................................................... ~ 517.29ms
  2026-04-20 14:46:58 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-20 14:46:58 /api/plots ......................................................................... ~ 512.31ms
  2026-04-20 14:47:00 /api/inventory ..................................................................... ~ 513.19ms
  2026-04-20 14:47:00 /api/inventory ..................................................................... ~ 498.70ms
  2026-04-20 14:47:15 /api/plots ............................................................................... ~ 1s
  2026-04-20 14:47:15 /api/inventory ........................................................................... ~ 1s
  2026-04-20 14:47:15 /api/plots ......................................................................... ~ 510.85ms
  2026-04-20 14:47:16 /api/inventory ..................................................................... ~ 511.22ms
  2026-04-20 14:47:20 /api/plots ......................................................................... ~ 516.92ms
  2026-04-20 14:47:21 /api/plots ......................................................................... ~ 510.55ms
  2026-04-20 14:47:21 /api/plots/9 ....................................................................... ~ 510.99ms
